ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,BILL_AMT1,PAY_AMT1,PAY_2,BILL_AMT2,PAY_AMT2,PAY_3,BILL_AMT3,PAY_AMT3,PAY_4,BILL_AMT4,PAY_AMT4,PAY_5,BILL_AMT5,PAY_AMT5,PAY_6,BILL_AMT6,PAY_AMT6,default.payment.next.month
1875,269568,2,3,3,47,-2,82067,9331,3,49575,8034,-1,117298,6084,6,73833,24538,4,141442,47963,-1,105411,287,0
1876,329278,2,4,3,30,-2,81745,20556,-2,87092,152,-1,100243,18564,-1,102734,14870,1,64206,35922,-2,76434,49474,0
1877,161563,2,3,2,24,7,35114,10142,-1,84869,47636,1,232363,15992,8,32839,40590,8,161868,24481,8,277189,23251,1
1878,142413,2,3,2,62,1,281808,4781,2,19928,22415,5,55953,9302,0,129604,3738,2,81539,38643,5,80643,27262,1
1879,185695,1,2,2,42,-2,136596,322,-2,80426,30762,4,103259,30939,3,44277,20550,0,172379,48244,2,272385,36367,0
1880,100327,2,3,3,30,4,188821,188,4,230105,453,-1,95187,31603,7,281131,43552,4,202380,28472,4,70165,33552,1
1881,403554,2,1,2,24,1,3053,24856,0,22655,10323,6,50521,49797,5,84629,34658,-1,166255,47986,8,119427,803,0
1882,212503,1,3,2,27,-2,90854,28729,6,241206,19945,0,78647,24066,1,251489,39335,5,45787,26465,8,235881,11101,0
1883,153326,2,4,3,43,-2,132636,2248,4,182279,4211,3,80545,25398,-2,132516,36774,1,285829,34789,1,143238,533,0
1884,192932,2,3,3,23,3,153221,5647,5,152834,25136,7,264058,31176,4,48053,44969,5,18713,48194,6,156471,2835,1
1885,21344,2,4,1,44,3,243003,42726,1,-9412,39341,0,109235,34954,8,232288,18565,7,52958,19567,5,262357,43146,1
1886,404966,2,4,3,57,3,172205,12158,6,283026,38145,-1,68780,43302,5,98523,7356,4,203287,27110,1,146383,49378,0
1887,457972,1,3,1,50,6,260339,40796,2,-15,45685,6,52788,31339,4,199094,8458,2,221407,4715,3,84502,29211,1
1888,77957,1,3,3,61,4,258335,9666,-2,239235,32725,0,137275,41567,4,11227,46600,4,132473,19910,2,287528,4716,1
1889,115423,2,3,2,32,4,75407,22686,3,262289,5820,3,-4111,9921,0,98134,7873,7,106076,38769,5,184643,15626,0
1890,330197,1,4,3,41,-2,75867,28678,-2,59212,42686,8,88452,10908,3,137731,16685,-1,28935,2998,3,73719,37976,0
1891,474071,1,1,1,63,5,243764,18180,3,68657,22282,8,271587,44484,2,203099,17232,4,203519,24445,5,111704,20979,1
1892,156968,1,2,3,37,3,60806,21256,4,275662,45578,2,280195,39287,6,243249,19882,1,240903,5876,3,212410,25452,0
1893,196833,1,3,3,23,8,164009,3162,0,200665,4492,4,264693,30723,3,100790,7224,1,199909,20204,2,259374,31371,1
1894,203624,1,2,2,35,2,279318,9925,-1,21483,12200,-1,19405,11772,3,122657,6198,-1,47148,30697,8,154689,18172,1
1895,261147,1,3,3,56,3,104765,13093,0,124047,30791,0,200336,346,2,125871,10607,2,51655,20050,-1,97016,43854,0
1896,87454,2,4,2,52,6,206022,24960,-2,155220,26495,-2,171665,18110,-1,123386,6666,-2,196503,13661,7,128047,8790,1
1897,267594,2,4,1,29,1,-9516,35055,1,29106,27659,-1,196522,49222,6,269911,2520,5,194062,39190,3,7661,36154,0
1898,362744,1,2,3,60,4,7034,13983,5,39313,7180,5,276306,41946,4,128540,12363,-1,259909,43929,6,12472,30717,1
1899,394876,1,1,1,42,0,197523,19937,-1,147927,39518,8,145722,39679,-1,2073,46944,-1,198656,1567,-2,59663,24859,0
1900,431151,1,4,3,56,-1,145432,9746,8,237740,36472,8,209707,25587,4,83386,753,2,281388,44530,0,23957,34267,0
1901,47641,2,2,2,52,0,17599,11560,6,36084,20616,6,4488,38193,0,152745,35088,-1,259875,5439,6,220902,37916,0
1902,39711,2,4,3,25,4,135738,20541,3,157737,8278,7,78875,17689,5,59150,26296,-2,7339,14746,-2,108434,4571,1
1903,342486,2,3,2,61,3,226269,31251,3,49557,9631,2,132660,211,-1,31042,9418,-2,251493,12177,-1,145685,12049,1
1904,379040,2,2,1,24,0,290119,31904,0,140945,44777,-2,280858,36483,6,145620,44858,0,124549,5134,-2,132616,44779,0
1905,153254,2,2,1,25,1,250667,38108,3,242962,36357,4,203737,5379,5,132023,10340,8,-545,14600,7,-3737,11128,1
1906,97833,2,3,2,27,-2,119060,43540,5,61137,44397,2,262057,17034,-1,172124,42526,4,92232,27024,-1,62660,23469,1
1907,328420,1,2,3,31,4,34689,38813,6,244079,27013,4,45212,2043,-1,286108,48248,3,66967,16658,0,147656,43989,0
1908,291685,2,3,2,59,2,157128,7644,4,156849,28141,0,56549,36808,8,148278,40064,2,147358,26047,3,176908,28551,0
1909,366601,2,1,2,26,-2,78371,49948,6,131222,35474,-1,81811,1749,1,268037,31933,5,36796,5432,-1,173890,21810,0
1910,485526,2,3,2,49,1,127223,21178,6,237144,44080,6,74607,1718,6,155930,32698,0,160,31236,-1,216735,12595,0
1911,54813,1,1,2,37,8,16303,22932,7,251181,49556,3,115505,39509,0,30270,8699,-2,149513,53,3,237629,2740,0
1912,178270,2,2,1,48,1,-244,4021,5,117858,32259,3,115281,23524,2,222576,10403,4,126618,8296,2,17459,33810,0
1913,149892,1,3,2,58,4,181304,10092,5,211519,11040,3,57590,34269,1,151232,27581,-2,263130,8054,7,58454,43721,1
1914,296214,1,2,2,39,8,129160,49992,2,40826,38985,0,222886,36229,3,187181,28924,0,134569,30642,1,38844,31925,1
1915,472984,2,1,1,64,3,30356,41973,6,294883,17698,5,162386,15223,2,134166,21546,-1,295057,34571,-2,231321,25187,1
1916,414338,2,4,1,32,7,245186,3170,8,207853,9248,3,282761,9206,8,223780,12468,-2,180497,37180,2,7540,36518,1
1917,352703,2,4,1,58,7,42545,32769,-2,263983,38327,4,96024,39525,6,2522,40286,-2,1563,31087,5,164123,30178,0
1918,214615,1,4,3,39,1,74695,32692,2,159609,47917,6,168425,263,-2,113068,2402,0,208771,4645,5,-5427,34198,0
1919,486657,2,4,3,53,2,148665,21049,0,267839,34807,0,78080,38091,1,125797,20770,2,25100,32165,-2,192701,25633,0
1920,51786,1,4,1,25,-1,66855,49376,-2,271174,21339,3,5969,44063,3,1855,32861,8,240082,40001,-2,169581,933,1
1921,236006,1,1,2,21,4,96932,9044,6,226009,26320,-2,171222,39271,6,141749,41283,2,191987,27184,1,63527,48863,1
1922,240876,2,4,2,55,6,145014,45716,5,253571,44783,-2,193955,43337,8,172024,1117,0,221617,21477,-2,242502,10467,0
1923,409953,2,4,1,55,6,80087,24744,3,20538,36652,8,137548,20634,1,261638,44100,3,263495,21417,7,197112,1793,0
1924,308206,2,2,1,51,4,268525,41850,3,248231,7798,5,79715,48826,5,233938,10039,1,125481,23218,1,278934,11592,1
1925,457453,1,3,3,56,4,28991,5931,2,263855,25280,-1,129512,13807,-1,-1128,43848,-2,169576,47317,8,261738,47566,0
1926,323715,2,3,1,60,5,24641,49587,4,248329,8624,-1,226456,18493,-1,47560,19849,4,140766,20143,-2,47166,42786,1
1927,297654,1,3,3,55,2,250315,11164,4,191876,12455,0,183053,15647,7,200531,44993,4,151557,25478,7,123227,33354,1
1928,291570,2,3,1,60,-2,275886,31813,2,24269,3786,4,249564,22175,3,255622,48966,0,214444,1122,2,106197,12191,0
1929,47265,1,1,2,32,7,287869,20017,1,66644,30641,5,259704,41512,6,-5004,39553,-1,199887,47950,0,109069,8077,1
1930,421066,2,3,1,38,7,230080,20733,1,155433,47469,6,-8001,4519,6,210137,32720,0,-5100,41184,8,39039,23218,0
1931,259321,2,2,2,48,8,120616,2706,7,46093,16396,0,259188,26499,5,-5471,10267,6,58539,29505,5,166456,21516,0
1932,76150,1,1,1,33,7,84998,41023,0,-2789,38632,3,190987,174,-1,100047,19721,5,66925,42267,-2,260363,19394,1
1933,97312,1,4,3,50,0,214596,31582,2,37429,11161,-1,9959,42937,2,148514,14634,-2,155215,21898,1,81682,42798,0
1934,99613,2,2,1,60,0,281157,35672,7,272237,3100,2,21574,48273,0,92941,40635,8,27078,46978,-2,67435,49161,0
1935,347054,1,2,2,37,0,36297,29697,-2,-8613,43491,6,32078,11200,2,160536,8114,2,19798,1557,3,33179,14463,0
1936,324519,1,4,2,29,8,238732,13283,-1,64890,48750,8,232114,10070,1,202334,17434,-1,-6857,25080,1,210966,6032,1
1937,131826,1,4,2,59,2,135606,206,8,266431,20475,0,45706,40596,7,153188,31261,7,223965,35154,8,242090,2774,1
1938,45435,1,2,1,42,4,281445,27149,0,-3773,11337,-1,31956,11142,5,243644,25933,2,37542,2176,5,130455,24498,1
1939,368587,2,1,3,35,6,175994,9273,5,288322,35989,1,270533,1175,8,216973,22766,2,150675,36948,4,211781,42587,0
1940,460348,1,4,3,49,1,162419,7345,3,252448,24753,0,250420,18501,5,286835,317,1,45311,6829,1,189901,32325,0
1941,220017,2,3,3,36,5,57528,15378,-1,58277,42827,8,183782,45594,4,117064,42987,4,188998,20126,-1,127215,48475,0
1942,485266,2,2,2,40,7,262687,5827,1,53274,18707,1,177706,43846,4,113719,45737,7,165759,46655,3,26498,19363,0
1943,498618,2,2,2,45,3,186621,33488,7,246536,8817,5,293927,68,0,11727,40172,-1,157411,40099,2,219128,15782,0
1944,144055,1,4,3,60,0,75024,44010,3,253054,5415,8,271145,22134,8,232026,40030,5,268087,8917,2,237022,11436,0
1945,161734,2,4,3,44,7,82274,15019,7,109506,29942,-2,107866,11167,8,62266,28750,2,115959,40434,4,190393,28668,0
1946,295654,2,3,1,36,2,138689,3421,4,225991,39239,5,130671,11719,4,217254,45330,5,82869,39951,8,110468,35802,0
1947,219259,2,3,1,36,5,196969,47083,4,214607,40260,2,245173,37240,6,32123,38599,8,298292,37122,3,134209,14593,1
1948,182070,2,3,1,45,-2,250009,45855,3,252940,26175,8,21603,47587,4,217442,38519,2,62916,2487,5,138002,47407,0
1949,460062,2,3,3,21,0,215612,49340,3,195630,5529,2,252806,35555,8,-4947,48171,1,62800,29583,-2,4945,35289,0
1950,104071,1,2,3,53,5,87389,14030,1,61474,16782,2,38807,614,5,65325,46118,7,36739,34775,4,228552,49220,1
1951,278784,2,4,3,27,4,298247,32670,8,144608,3341,-2,53866,49276,1,106215,8223,2,146003,41525,-2,280498,46002,1
1952,316691,1,1,2,58,-2,15407,42345,-1,251302,5225,2,127606,27810,8,52159,1540,3,246109,23847,6,150059,9799,0
1953,326764,2,4,3,48,1,208487,43312,-1,255394,22883,7,14393,15669,4,12517,2609,2,168310,49156,6,242583,22275,0
1954,156389,2,4,1,59,2,184801,30347,-1,122850,48776,7,136232,11886,4,9451,9801,6,230245,6723,-1,60273,30715,1
1955,125608,1,3,1,48,2,285661,22605,-1,168951,46564,5,156682,10113,-1,9264,8879,6,119935,22326,3,85858,20170,1
1956,279708,1,3,2,52,2,99813,43793,-1,39763,44090,-2,174749,4769,7,60066,36388,4,197764,42473,7,56521,28102,0
1957,168417,2,2,1,44,1,206436,13877,-1,183803,39995,1,155750,7982,1,128409,24587,0,101789,3296,-1,229917,6931,1
1958,123824,2,3,1,28,6,12338,24718,-2,274994,35272,0,63986,43884,1,199135,225,1,80777,6613,3,287570,14748,1
1959,497439,2,2,2,64,-2,207481,36103,3,85106,965,2,172638,16261,1,74251,15759,-1,43799,12459,7,262712,4659,0
1960,264444,2,4,1,52,4,145609,36310,5,73274,777,7,105325,33862,-1,106371,45464,4,12471,22766,4,282257,29788,0
1961,89273,2,4,2,48,-2,290777,19395,5,145098,26566,-1,296688,22776,-1,81783,20208,-1,162775,9657,4,72449,21900,0
1962,347003,1,4,1,23,0,47521,38884,-1,215699,27412,-2,43209,10029,7,201175,34039,4,140481,18126,3,291811,8528,0
1963,221837,2,2,2,27,8,120664,2085,8,63633,13481,8,268387,32139,4,72833,7664,6,134966,39108,7,-7390,40019,1
1964,120017,2,2,2,26,7,187536,29435,3,257378,37040,7,121320,4376,3,225560,41584,7,64247,26995,4,162626,25989,1
1965,477254,1,2,3,49,2,11539,16913,0,173093,44350,2,181864,9652,3,119822,21159,1,131515,31485,-1,7024,24727,1
1966,133618,1,3,2,34,8,41768,11201,5,297765,35004,-2,213247,35558,3,110602,26949,-1,53531,27591,0,114425,25329,1
1967,455609,2,1,1,60,5,-8469,6551,7,162820,25694,1,203796,40759,1,202859,30789,6,132372,40658,-2,128071,41114,0
1968,469297,1,3,3,39,8,179217,31117,7,281045,1441,2,97525,37241,-1,224578,35864,1,150573,31129,1,273278,521,0
1969,135341,1,1,3,45,4,231097,37359,0,151582,17168,5,46137,28591,-2,281564,31580,2,71903,42526,1,40937,46774,1
1970,301574,1,3,3,57,4,76010,6830,3,183801,16373,4,123235,7102,7,117745,43591,1,226427,49724,6,28437,31454,1
1971,216604,2,4,2,38,2,146246,10526,1,184338,28357,8,141776,16068,-1,263588,35018,0,110351,13760,4,-6093,3190,0
1972,37788,2,2,2,24,7,282797,42683,7,239275,11161,2,254359,16180,7,43888,39172,1,14958,44277,-2,254245,33863,1
1973,236577,2,3,3,21,4,28928,27264,3,298356,26357,3,128049,28119,-1,284566,31060,1,97731,40778,7,265572,8417,0
1974,451759,1,2,2,53,7,38094,1108,5,131250,33281,3,290727,1515,8,160887,42881,-1,215331,36659,2,56179,47248,0
1975,417135,2,3,1,48,0,260689,30964,6,121620,19427,-2,107676,46056,7,231046,26303,1,101435,29396,7,159189,3093,0
1976,341490,2,4,1,61,8,139568,28036,0,289482,44592,8,285826,48009,-1,6037,49717,7,107659,8546,8,286417,22380,1
1977,368266,1,2,1,39,1,151272,11313,3,35947,40488,8,40790,1144,-2,21046,34360,3,106778,34916,6,115963,35434,1
1978,49974,2,4,2,53,1,248147,21265,5,207853,11454,0,284336,46906,-2,147016,6123,5,103356,32957,7,286519,46255,1
1979,379453,1,1,1,35,-1,58548,1041,3,201286,33347,-1,86561,25442,-2,85318,4940,5,250588,28795,7,114849,1886,0
1980,26371,1,2,1,43,2,90589,25926,8,57326,49664,5,284072,36610,8,197314,19045,7,259207,21967,1,258618,16712,1
1981,317228,1,3,2,49,6,237053,37218,7,44502,19016,1,174638,24123,-2,1519,48837,4,247630,32747,-2,27704,15148,0
1982,432845,1,2,2,59,-1,115153,27643,6,38831,7908,7,35672,40005,3,94376,43309,-2,180468,19819,7,49835,21772,0
1983,192256,2,1,1,34,8,29769,12350,7,59020,17833,5,3484,21485,0,202994,29844,-2,16044,31733,7,201665,34939,0
1984,334060,2,1,3,50,-2,167758,313,2,106929,24683,4,32078,32712,-2,226477,10529,1,16902,3868,1,122246,49611,0
1985,83972,2,3,3,22,7,199259,32610,2,205418,16880,2,109787,30171,1,96111,15724,-2,10525,4407,2,2734,24021,1
1986,203259,1,4,2,33,5,243036,44818,4,147697,35718,1,224852,11105,-1,297275,44186,4,187331,9070,1,33669,35155,1
1987,285128,2,2,2,60,2,-7931,46973,1,78303,39315,-2,178333,1326,-1,39042,23898,0,227192,32358,8,267039,33261,0
1988,305183,2,4,2,48,1,246821,33282,4,169243,43778,1,124113,2207,2,102366,2022,3,177380,24912,3,82652,18309,1
1989,95431,1,4,3,51,0,6647,36213,2,255458,8579,-1,271789,30746,2,10614,30220,1,120708,35809,8,207348,30547,0
1990,355835,1,3,1,32,4,60386,7759,-2,260292,26523,5,229335,22626,-1,145849,24836,6,162138,43533,2,248910,15483,0
1991,330750,2,2,3,33,4,240042,18791,-2,117986,13327,4,9835,4662,-2,186184,21308,7,23768,32932,1,72094,1739,0
1992,413832,1,1,2,23,6,87877,26583,5,157949,42722,0,190699,45291,-1,105304,33588,-2,121031,46680,3,145932,7105,0
1993,374809,2,3,3,49,1,242414,27118,-1,271196,24216,3,16429,7518,4,181610,2596,0,236654,46751,5,146362,11750,0
1994,115373,1,4,2,50,0,11366,43036,8,75348,36290,-2,72445,7361,1,168354,45348,-1,9304,48259,-2,150739,17056,0
1995,191144,1,1,1,32,3,249519,15496,2,724,5745,0,277210,15042,2,217435,10830,-1,95703,4771,3,224438,35212,1
1996,296718,2,4,2,41,3,151975,5821,-2,262570,30842,7,151152,30160,2,138026,20659,-2,41613,42297,2,64014,32246,1
1997,406646,1,2,1,22,2,85169,42512,8,188463,43092,6,1922,44959,-1,185448,20711,3,113288,26047,-1,264464,27973,1
1998,260195,1,4,1,36,-1,225128,22748,-1,90167,6878,5,183316,158,-1,220687,38251,5,58637,32384,1,6110,19520,1
1999,153748,1,1,3,52,8,164470,38898,6,283799,48287,2,228614,40293,2,129073,31484,2,240062,38497,0,298434,4696,1
2000,414032,2,2,2,48,-1,191340,23001,2,167852,11904,2,27520,25826,-1,61427,48323,4,221160,5210,0,103788,21855,0
2001,42733,2,3,3,29,2,291024,30557,3,61034,20351,7,131560,2633,7,42825,48092,4,222490,26405,4,266607,23333,1
2002,226752,2,4,2,37,0,243580,27994,0,139907,12997,4,22702,27356,7,117142,28316,7,184603,31151,2,38289,26988,1
2003,12050,1,2,2,39,0,14863,13901,5,26187,47336,3,117289,16211,6,81481,39500,4,19510,15725,4,212599,21136,1
2004,119996,1,2,2,27,7,108174,16836,0,67541,2437,3,250218,45407,3,101564,49662,3,9427,45734,5,292840,12906,1
2005,43933,1,3,3,56,5,280519,22078,0,210741,21719,2,201532,19,3,108904,34649,4,39994,35148,1,286387,22430,1
2006,34951,1,3,3,60,-2,235370,5101,-2,60970,23907,7,185530,455,-1,238354,4692,6,137604,4424,7,146488,35572,0
2007,42413,2,1,2,21,2,243510,40417,3,72829,33551,3,188934,49845,2,252300,34760,0,290936,47404,4,139662,24684,1
2008,175873,2,2,3,62,2,25441,28701,3,29749,35356,5,154393,42759,1,57580,31169,6,198429,10403,-2,297197,42305,0
2009,196691,1,2,2,56,6,47766,27441,3,171563,8249,7,83625,3382,4,214034,20149,1,-9053,5957,0,63071,40767,0
2010,436129,2,1,3,59,-2,237670,6934,0,148964,30027,8,83962,48608,8,9981,39761,2,194525,20479,3,124341,25138,0
2011,384717,2,4,3,21,8,44891,18830,8,167374,4301,0,144722,43657,7,157111,1536,4,299643,11441,6,49274,48566,0
2012,443816,2,2,1,44,-2,190461,5615,7,280475,29255,2,141782,12987,-1,287872,2313,5,165636,10613,8,208351,20643,0
2013,198847,1,2,3,30,0,133425,43205,4,286665,21650,8,23922,7926,2,90972,44905,8,15493,37304,-1,136670,20820,0
2014,231888,2,4,2,31,3,157629,44581,-1,293621,17014,-2,212672,3928,6,282838,15144,8,170746,18864,4,40244,47600,0
2015,271044,2,3,3,58,6,249298,30092,-1,224957,49237,5,52563,4703,-1,4215,27535,6,259060,38401,4,145971,13328,1
2016,231165,2,3,3,42,7,9160,45308,2,142736,8699,3,79111,38520,3,221093,47562,1,229938,31890,2,226380,37179,0
2017,253662,2,3,2,51,4,159070,22009,-2,89758,19966,3,39400,40370,5,275829,19102,6,74126,10928,5,38568,2231,0
2018,176472,2,1,3,21,8,126807,11683,-1,69576,15047,-2,83394,27464,0,169225,22841,7,132948,32526,-2,100937,23262,0
2019,407710,1,4,1,61,7,256523,32047,5,71748,38904,0,275861,35391,1,241356,16649,3,37112,16774,-2,53811,12694,0
2020,221760,2,3,1,31,6,39176,3623,8,274629,44256,0,126403,35070,0,242062,32731,-1,191476,2639,4,274742,22345,0
2021,132744,2,1,1,26,-1,243894,13438,3,160926,24535,0,71796,2728,7,-1221,27770,0,6475,42410,8,20617,26360,1
2022,361575,1,4,1,37,2,242834,17385,6,245743,22995,6,40396,25151,5,98453,31218,8,199749,41263,8,73005,42043,1
2023,215763,2,3,2,34,-2,835,48133,5,78580,26331,4,72960,19017,4,285236,33836,2,-9346,17788,1,179056,31566,0
2024,53001,1,2,2,52,5,153089,14289,6,38165,39432,0,180646,18964,2,198914,10311,-2,594,12783,2,263657,18907,1
2025,77364,1,2,1,40,0,196482,9635,4,73310,42898,4,181288,43732,3,74341,8550,2,23354,10585,-1,216164,7552,0
2026,397132,1,3,2,24,4,14833,6936,4,141528,1784,2,191574,36676,6,125979,16740,8,239619,25792,1,104994,23041,0
2027,317172,1,3,3,59,-2,132043,6065,2,177004,17191,5,118715,21063,8,193419,44122,1,57100,24180,1,31743,39761,0
2028,248506,2,1,3,42,3,178750,7919,0,229880,15314,-1,135606,10483,4,98900,4361,7,283735,20250,4,105337,16110,0
2029,238731,2,2,3,49,8,140621,19139,2,144946,14214,-2,122760,28996,5,142639,4930,5,82431,30610,7,-6487,33914,0
2030,440789,1,4,1,62,6,22519,40188,5,37682,14367,7,82650,35352,7,234913,21588,2,168199,24965,0,142290,17968,0
2031,141878,2,3,1,57,2,129882,19989,1,172433,22783,-1,13377,31533,3,80982,20058,-2,8777,4978,4,100256,22664,1
2032,396487,1,4,2,33,4,281451,5248,-1,277851,23683,1,206633,32649,6,296970,18381,4,105699,21778,4,253298,42359,0
2033,197710,2,3,2,35,4,260326,28960,7,19544,43365,6,272317,26932,1,247215,35227,1,242567,20875,7,145752,3823,1
2034,138301,2,2,2,55,5,19937,21254,2,226088,7292,1,41456,19326,6,112828,49063,3,285991,15475,8,195618,45559,1
2035,398439,1,3,1,45,8,62451,45573,2,172497,31101,1,101444,22841,-2,154470,13638,-1,242223,6143,6,237196,5822,0
2036,170829,2,4,2,23,8,276599,40972,2,198806,4836,4,214812,17249,0,247297,40057,-1,127235,31736,-1,126484,44512,1
2037,44636,1,2,3,32,2,85602,38749,7,108363,44289,-2,78815,30569,-1,116324,48708,0,144522,40815,0,220521,25600,1
2038,221169,2,3,3,34,8,272785,18829,-1,172043,39623,-1,78100,46690,7,43783,20934,-1,178030,10856,0,92678,552,1
2039,189352,2,2,3,60,8,242489,45178,6,295199,3057,2,147128,31590,-1,100336,15850,2,99126,18396,0,121892,14017,1
2040,296406,2,1,1,52,8,275084,42356,7,106285,29878,2,251389,49677,-2,243447,41227,7,260083,28510,-2,287903,29450,1
2041,352579,1,4,2,24,1,105267,33875,5,232921,14907,6,284956,38473,-2,205343,45162,-2,114295,39109,1,272030,18541,0
2042,203283,1,3,2,49,-2,36882,13110,3,142648,48863,-2,28060,14461,4,207715,32743,2,170081,24569,3,277116,5890,0
2043,458058,1,3,1,51,5,165387,12033,-1,298298,36304,-2,129466,17703,-1,98011,39444,6,215102,6704,0,115099,34322,0
2044,400727,2,3,1,52,3,193797,22938,1,292803,49244,5,68512,27237,0,147325,1243,-2,226342,13363,4,78450,47302,0
2045,460195,1,4,3,44,-2,291308,43901,-2,78868,16084,6,124123,12618,3,108004,19218,6,116440,22053,-1,28609,13955,0
2046,255596,1,1,1,31,2,229673,29924,2,76091,5321,8,232461,36712,7,299477,44454,4,258393,29284,0,66128,36865,1
2047,484686,1,4,3,50,7,185634,3846,8,76431,10796,8,195044,47641,2,217199,25792,8,244168,20114,7,140366,45008,0
2048,441413,2,3,3,39,-1,92169,28854,5,281890,28684,8,32277,45565,0,255653,9355,-2,92070,40293,8,41807,47846,0
2049,313988,2,4,2,56,3,71541,46101,8,181939,17928,7,28315,2083,3,150998,31412,5,131352,3760,3,245199,43787,0
2050,336898,2,3,3,26,-2,203199,20279,3,236428,4855,-2,288967,10044,5,168622,21717,6,260294,8882,0,166706,38951,0
2051,437373,2,4,2,22,1,182454,21607,5,282638,6923,8,71795,7309,-2,108142,12351,1,49001,30098,2,125020,3159,1
2052,349273,1,2,3,59,0,52854,40167,2,179924,14672,2,255437,2310,7,117811,7043,8,185854,8848,1,11843,8276,0
2053,312186,2,4,2,39,3,191764,746,5,132112,359,8,12314,41002,-2,203826,15912,4,214507,9556,0,3185,32095,0
2054,71665,1,3,1,60,4,160619,3236,3,69478,46517,4,157531,18235,1,286179,9340,6,114644,29940,4,165666,46517,1
2055,256584,2,3,2,38,2,106895,15530,-1,290830,9990,5,160181,47663,7,55395,43364,-2,216602,22517,0,186237,20249,0
2056,126953,1,4,1,61,5,21285,24757,-2,249216,32694,0,216960,3412,7,115348,22588,8,80975,6586,-1,272579,46257,1
2057,486072,1,4,2,56,0,269222,17846,7,166917,20408,2,36647,31886,3,217091,35054,4,258189,40258,7,152228,48117,0
2058,168448,2,2,1,40,0,170820,49842,-2,29990,49154,8,104581,8164,2,47593,25499,8,32828,29515,4,197703,45440,1
2059,196626,1,1,1,57,-1,79935,20435,2,136921,20862,3,117112,15966,-2,-7040,6194,8,234343,43236,6,9793,43052,0
2060,155271,1,1,1,21,6,22660,11388,0,268065,1119,-2,63280,16172,4,119200,6613,8,225455,37485,7,151416,33195,0
2061,128533,1,2,3,43,1,162011,23220,5,105070,10922,7,61077,48024,5,218990,8866,3,159027,41757,8,267838,27231,1
2062,484628,1,1,1,58,-1,298602,49202,7,-8518,734,8,11428,40232,2,13744,10290,7,81830,38426,-1,137891,34106,0
2063,454164,2,1,2,40,4,57966,22829,3,241718,39137,1,9102,29591,2,114620,42593,2,16233,6302,2,127688,37841,1
2064,83781,2,3,1,24,8,298597,26686,-1,203127,22987,-1,85463,25849,6,97851,34803,8,78258,3058,5,27933,12946,1
2065,475966,1,3,1,58,5,120007,23289,7,69832,26915,0,204785,43802,8,117143,1426,5,84081,24030,1,231366,21937,0
2066,76262,2,3,2,25,0,191762,35761,2,206592,36875,3,279059,48991,-1,272438,22374,6,184415,49761,8,236357,8806,1
2067,318744,1,4,1,26,6,161950,7984,2,262945,20653,1,267404,21176,3,65323,37969,-1,178327,16821,1,158843,36688,0
2068,86898,1,4,2,46,1,17420,41873,4,93022,33904,-1,106491,34757,7,222451,48930,-1,282481,26244,7,140964,1162,0
2069,465699,2,1,1,21,4,177834,39063,7,163553,16800,4,245084,45614,3,19351,15119,3,108028,31383,4,260813,43148,0
2070,159369,1,4,2,35,6,220926,4111,5,70294,22176,0,177463,37068,4,25359,47369,-2,281823,13021,2,182562,16246,1
2071,40448,2,3,2,36,4,106560,2142,8,234480,44104,1,215345,20487,5,36327,26237,-1,133326,47047,3,295002,25605,1
2072,298316,1,4,1,43,2,60791,36288,8,204357,21544,-2,271060,46806,4,136065,23684,4,231231,22620,3,127392,20038,0
2073,446090,2,1,1,61,7,25880,24225,2,283923,13941,3,177375,11113,8,139923,24818,1,123602,16895,8,284108,14332,0
2074,17657,2,3,1,42,-2,155248,9323,8,138238,165,5,275573,15796,7,194625,30596,4,272120,32258,5,242814,46553,1
2075,487602,1,1,1,25,8,135823,9003,3,102444,1242,8,202144,35888,4,90764,45223,3,158946,17382,5,51109,45651,0
2076,266689,2,4,1,63,-1,225010,1074,1,63526,49011,1,231982,19725,8,124089,24214,-1,285896,7775,8,65860,15818,0
2077,428641,1,2,1,25,4,226879,9056,-1,205846,45624,3,201711,38510,2,297016,14558,4,267919,27431,3,-1503,11090,1
2078,429901,2,2,3,26,2,-1368,21124,0,254137,46520,1,41912,45270,3,210050,5683,3,113177,21319,1,296206,14688,1
2079,384999,1,3,1,22,6,108585,20126,-1,268344,31099,-2,246216,15050,8,137762,16902,6,289427,17287,2,199076,9411,1
2080,427794,2,1,3,30,0,42602,40213,4,297073,13670,2,87066,29699,0,285409,1933,5,77194,15391,1,61611,12238,0
2081,169903,2,2,3,56,6,247123,37254,-1,-5023,27313,3,17683,49537,8,65444,39945,5,210840,12293,-2,191590,3278,1
2082,17906,2,2,3,55,7,96979,44317,-2,147362,21349,7,243600,49401,0,247158,27427,8,24370,33939,6,287492,48464,1
2083,333557,1,3,1,43,3,71305,46759,8,35604,10942,6,175364,26421,7,157878,5645,4,265128,1065,2,153313,10679,0
2084,64028,2,3,2,36,7,143776,43224,-2,90437,39519,-2,67347,49531,0,3051,46262,6,287042,35471,3,158836,47758,1
2085,279431,1,1,2,57,7,210108,49013,4,85086,10606,0,108062,16899,8,112733,36465,-2,230514,6384,-1,132500,10211,0
